rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
7.8	0	Unrated	0	[<Person: u'Roman Polanski' (u'nm0000591')>, <Person: u'G\xe9rard Brach' (u'nm0102722')>]	1965	tt0059646	0	36169	[<Person: u'Roman Polanski' (u'nm0000591')>]	[<Person: u'Catherine Deneuve' (u'nm0000366')>, <Person: u'Ian Hendry' (u'nm0376915')>, <Person: u'John Fraser' (u'nm0292159')>, <Person: u'Yvonne Furneaux' (u'nm0299014')>]	Repulsion	0	0	0	0	0	feature	0	1	0	4	1	0	[]	1	0	0	6300	0
6.5	1	PG	1	[<Person: u'Linda Woolverton' (u'nm0941314')>, <Person: u'Lewis Carroll' (u'nm0140902')>]	2010	tt1014759	0	313413	[<Person: u'Tim Burton' (u'nm0000318')>]	[<Person: u'Mia Wasikowska' (u'nm1985859')>, <Person: u'Johnny Depp' (u'nm0000136')>, <Person: u'Helena Bonham Carter' (u'nm0000307')>, <Person: u'Anne Hathaway' (u'nm0004266')>]	Alice in Wonderland	0	0	0	0	0	feature	0	0	1	6	0	0	[]	0	0	0	6480	0
7	0	TV-MA	0	[<Person: u'Richard LaGravenese' (u'nm0481418')>, <Person: u'Scott Thorson' (u'nm1281443')>]	2013	tt1291580	1	33164	[<Person: u'Steven Soderbergh' (u'nm0001752')>]	[<Person: u'Matt Damon' (u'nm0000354')>, <Person: u'Scott Bakula' (u'nm0000836')>, <Person: u'Eric Zuckerman' (u'nm0958420')>, <Person: u'Eddie Jemison' (u'nm0420646')>]	Behind the Candelabra	0	0	1	0	0	feature	0	0	0	4	0	0	[]	1	0	0	7080	0
8.2	0	PG-13	0	[<Person: u"Gavin O'Connor" (u'nm0640334')>, <Person: u'Anthony Tambakis' (u'nm3294574')>]	2011	tt1291584	0	340159	[<Person: u"Gavin O'Connor" (u'nm0640334')>]	[<Person: u'Tom Hardy' (u'nm0362766')>, <Person: u'Nick Nolte' (u'nm0000560')>, <Person: u'Joel Edgerton' (u'nm0249291')>, <Person: u'Jennifer Morrison' (u'nm0607185')>]	Warrior	0	0	0	0	0	feature	0	0	0	10	0	0	[]	1	0	0	8400	0
6.8	0	TV-14	1	[<Person: u'Paul Guay' (u'nm0345488')>, <Person: u'Stephen Mazur' (u'nm0563397')>]	1997	tt0119528	0	224930	[<Person: u'Tom Shadyac' (u'nm0001723')>]	[<Person: u'Jim Carrey' (u'nm0000120')>, <Person: u'Maura Tierney' (u'nm0005491')>, <Person: u'Justin Cooper' (u'nm0178176')>, <Person: u'Cary Elwes' (u'nm0000144')>]	Liar Liar	0	0	0	0	1	feature	0	0	0	5	0	0	[]	0	0	0	5160	0
7.3	0	R	0	[<Person: u'Ruben \xd6stlund' (u'nm1128037')>]	2014	tt2121382	0	29818	[<Person: u'Ruben \xd6stlund' (u'nm1128037')>]	[<Person: u'Johannes Kuhnke' (u'nm1090326')>, <Person: u'Lisa Loven Kongsli' (u'nm2966840')>, <Person: u'Clara Wettergren' (u'nm6425836')>, <Person: u'Vincent Wettergren' (u'nm6425837')>]	Force Majeure	0	0	0	0	0	feature	0	0	0	18	0	0	[]	1	0	0	7200	0
7.6	0	PG-13	0	[<Person: u'Sarah Polley' (u'nm0001631')>, <Person: u'Michael Polley' (u'nm0689574')>]	2012	tt2366450	0	9477	[<Person: u'Sarah Polley' (u'nm0001631')>]	[<Person: u'Michael Polley' (u'nm0689574')>, <Person: u'John Buchan' (u'nm0117956')>, <Person: u'Mark Polley' (u'nm0689573')>, <Person: u'Joanna Polley' (u'nm0689572')>]	Stories We Tell	0	0	0	0	0	documentary	0	0	0	7	0	0	[]	0	0	0	6480	0
7.7	0	PG	0	[<Person: u'Wim Wenders' (u'nm0000694')>]	2011	tt1440266	0	11866	[<Person: u'Wim Wenders' (u'nm0000694')>]	[<Person: u'Pina Bausch' (u'nm0062471')>, <Person: u'Regina Advento' (u'nm1911044')>, <Person: u'Malou Airaudo' (u'nm1193601')>, <Person: u'Ruth Amarante' (u'nm1911520')>]	Pina	0	0	0	0	0	documentary	0	0	0	5	0	0	[]	0	0	0	6180	0
7.9	0	R	0	[<Person: u'Dan Gilroy' (u'nm0319659')>]	2014	tt2872718	0	306213	[<Person: u'Dan Gilroy' (u'nm0319659')>]	[<Person: u'Jake Gyllenhaal' (u'nm0350453')>, <Person: u'Rene Russo' (u'nm0000623')>, <Person: u'Bill Paxton' (u'nm0000200')>, <Person: u'Riz Ahmed' (u'nm1981893')>]	Nightcrawler	0	1	0	0	0	feature	0	0	0	30	1	0	[]	1	0	0	7020	0
7.8	0	R	0	[<Person: u'Charles Randolph' (u'nm1017488')>, <Person: u'Adam McKay' (u'nm0570912')>]	2015	tt1596363	1	209894	[<Person: u'Adam McKay' (u'nm0570912')>]	[<Person: u'Christian Bale' (u'nm0000288')>, <Person: u'Steve Carell' (u'nm0136797')>, <Person: u'Ryan Gosling' (u'nm0331516')>, <Person: u'Brad Pitt' (u'nm0000093')>]	The Big Short	0	0	0	0	1	feature	0	0	0	14	0	0	[]	1	1	0	7800	0
