,id,title,freq,rating,year,votes,runtime,type,certification,action,comedy,horror,thriller,adventure,mystery,drama,history,sci_fi,crime,romance,music,western,war,biography,fantasy,family,cast_summary,writers_summary,directors_summary,adj_freq,adj_rating,adj_year,adj_votes,adj_runtime,adj_cast_summary,adj_writers_summary,adj_directors_summary,adj_action,adj_comedy,adj_horror,adj_thriller,adj_adventure,adj_mystery,adj_drama,adj_history,adj_sci_fi,adj_crime,adj_romance,adj_music,adj_western,adj_war,adj_biography,adj_fantasy,adj_family,adj_type,adj_certification
399,tt0241527,Harry Potter and the Sorcerer's Stone,5,7.5,2001,459124.0,9120.0,feature,TV-PG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Daniel Radcliffe|Rupert Grint|Richard Harris|Maggie Smith,J.K. Rowling|Steve Kloves,Chris Columbus,0.0080971659919,0.829268292683,0.842696629213,0.936622638679,0.601398601399,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
241,tt2883512,Chef,5,7.3,2014,144594.0,6840.0,feature,R,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jon Favreau|Robert Downey Jr.|Scarlett Johansson|Dustin Hoffman,Jon Favreau,Jon Favreau,0.0080971659919,0.780487804878,0.988764044944,0.832112784586,0.867132867133,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
558,tt1865718,Gravity Falls,5,8.9,2012,26630.0,1380.0,tv_series,TV-Y7,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,Jason Ritter|Kristen Schaal|Alex Hirsch|Linda Cardellini,Alex Hirsch,,0.0080971659919,0.829268292683,0.966292134831,0.745377355439,0.496503496503,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,0.0,0.0
227,tt4257858,Going Clear: Scientology and the Prison of Belief,5,8.1,2015,25824.0,7140.0,documentary,Not Rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Haggis|Jason Beghe|Spanky Taylor|David Miscavige,Alex Gibney|Lawrence Wright,Alex Gibney,0.0080971659919,0.975609756098,1.0,0.744784727553,0.832167832168,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,0.0,0.0
373,tt0042332,Cinderella,5,7.3,1950,107936.0,4440.0,feature,G,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Ilene Woods|James MacDonald|Eleanor Audley|Verna Felton,Charles Perrault|Bill Peet,Clyde Geronimi|Wilfred Jackson,0.0080971659919,0.780487804878,0.269662921348,0.805159244848,0.853146853147,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
129,tt2101383,Knight of Cups,5,5.7,2015,14807.0,7080.0,feature,R,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Christian Bale|Cate Blanchett|Natalie Portman|Brian Dennehy,Terrence Malick,Terrence Malick,0.0080971659919,0.390243902439,1.0,0.736684254333,0.839160839161,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
85,tt0096874,Back to the Future Part II,5,7.8,1989,349874.0,6480.0,feature,PG,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Michael J. Fox|Christopher Lloyd|Lea Thompson|Thomas F. Wilson,Robert Zemeckis|Bob Gale,Robert Zemeckis,0.0080971659919,0.90243902439,0.707865168539,0.983049077824,0.909090909091,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
238,tt0133240,Treasure Planet,5,7.1,2002,73507.0,5700.0,feature,PG,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Joseph Gordon-Levitt|Emma Thompson|Martin Short|Roscoe Lee Browne,Robert Louis Stevenson|Ron Clements,Ron Clements|John Musker,0.0080971659919,0.731707317073,0.85393258427,0.779844622674,1.0,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,1.0
220,tt2334873,Blue Jasmine,5,7.3,2013,154016.0,5880.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cate Blanchett|Alec Baldwin|Peter Sarsgaard|Sally Hawkins,Woody Allen,Woody Allen,0.0080971659919,0.780487804878,0.977528089888,0.839040501631,0.979020979021,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
206,tt1482459,The Lorax,5,6.5,2012,79435.0,5160.0,feature,PG,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Zac Efron|Taylor Swift|Danny DeVito|Ed Helms,Dr. Seuss|Cinco Paul,Chris Renaud|Kyle Balda,0.0080971659919,0.585365853659,0.966292134831,0.784203305187,0.937062937063,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
224,tt1800241,American Hustle,5,7.3,2013,365113.0,8280.0,feature,R,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Christian Bale|Amy Adams|Bradley Cooper|Jennifer Lawrence,Eric Warren Singer|David O. Russell,David O. Russell,0.0080971659919,0.780487804878,0.977528089888,0.994253862375,0.699300699301,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
413,tt1104001,TRON: Legacy,5,6.8,2010,267711.0,7500.0,feature,PG,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Jeff Bridges|Garrett Hedlund|Olivia Wilde|Bruce Boxleitner,Edward Kitsis|Adam Horowitz,Joseph Kosinski,0.0080971659919,0.658536585366,0.943820224719,0.922637061742,0.79020979021,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
386,tt3830162,A War,5,7.1,2015,5081.0,6900.0,feature,R,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Pilou Asbæk|Tuva Novotny|Alex Høgh Andersen|Dar Salim,Tobias Lindholm,Tobias Lindholm,0.0080971659919,0.731707317073,1.0,0.729533015108,0.86013986014,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
387,tt0372784,Batman Begins,5,8.3,2005,1005802.0,8400.0,feature,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Christian Bale|Michael Caine|Ken Watanabe|Liam Neeson,Bob Kane|David S. Goyer,Christopher Nolan,0.0080971659919,0.975609756098,0.887640449438,0.534666525495,0.685314685315,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
230,tt4062536,Green Room,5,7.1,2015,43908.0,5700.0,feature,R,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Anton Yelchin|Imogen Poots|Alia Shawkat|Patrick Stewart,Jeremy Saulnier,Jeremy Saulnier,0.0080971659919,0.731707317073,1.0,0.758081356191,1.0,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
411,tt0457430,Pan's Labyrinth,5,8.2,2006,479049.0,7080.0,feature,R,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Ivana Baquero|Ariadna Gil|Sergi López|Maribel Verdú,Guillermo del Toro,Guillermo del Toro,0.0080971659919,1.0,0.898876404494,0.921972377364,0.839160839161,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
510,tt3531824,Nerve,5,6.7,2016,44053.0,5760.0,feature,PG-13,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Emma Roberts|Dave Franco|Emily Meade|Miles Heizer,Jessica Sharzer|Jeanne Ryan,Henry Joost|Ariel Schulman,0.0080971659919,0.634146341463,0.988764044944,0.758187970389,0.993006993007,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
547,tt1219289,Limitless,5,7.4,2011,428188.0,6300.0,feature,PG-13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Bradley Cooper|Anna Friel|Abbie Cornish|Robert De Niro,Leslie Dixon|Alan Glynn,Neil Burger,0.0080971659919,0.80487804878,0.955056179775,0.959368961592,0.93006993007,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
151,tt3799694,The Nice Guys,5,7.4,2016,122809.0,6960.0,feature,R,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Russell Crowe|Ryan Gosling|Angourie Rice|Matt Bomer,Shane Black|Anthony Bagarozzi,Shane Black,0.0080971659919,0.80487804878,0.988764044944,0.816094920458,0.853146853147,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
344,tt0892782,Monsters vs. Aliens,5,6.5,2009,117215.0,5640.0,feature,PG,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Reese Witherspoon|Rainn Wilson|Stephen Colbert|Seth Rogen,Maya Forbes|Wallace Wolodarsky,Rob Letterman|Conrad Vernon,0.0080971659919,0.585365853659,0.932584269663,0.811981818235,0.993006993007,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,1.0
639,tt3072482,Hardcore Henry,5,6.8,2015,49975.0,5760.0,feature,R,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Sharlto Copley|Tim Roth|Haley Bennett|Danila Kozlovsky,Ilya Naishuller|Will Stewart,Ilya Naishuller,0.0080971659919,0.658536585366,1.0,0.76254224128,0.993006993007,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
326,tt1608290,Zoolander 2,5,4.8,2016,41171.0,6120.0,feature,PG-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller|Owen Wilson|Penélope Cruz|Will Ferrell,Justin Theroux|Ben Stiller,Ben Stiller,0.0080971659919,0.170731707317,0.988764044944,0.7560689213,0.951048951049,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
475,tt0078748,Alien,5,8.5,1979,578875.0,7020.0,feature,TV-14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sigourney Weaver|Tom Skerritt|John Hurt|Veronica Cartwright,Dan O'Bannon|Ronald Shusett,Ridley Scott,0.0080971659919,0.926829268293,0.595505617978,0.848573281453,0.846153846154,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
436,tt0373889,Harry Potter and the Order of the Phoenix,5,7.5,2007,365817.0,8280.0,feature,PG-13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Daniel Radcliffe|Emma Watson|Rupert Grint|Brendan Gleeson,Michael Goldenberg|J.K. Rowling,David Yates,0.0080971659919,0.829268292683,0.910112359551,0.994771492687,0.699300699301,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
626,tt1024648,Argo,5,7.7,2012,462010.0,7200.0,feature,R,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,Ben Affleck|Bryan Cranston|John Goodman|Alan Arkin,Chris Terrio|Tony Mendez,Ben Affleck,0.0080971659919,0.878048780488,0.966292134831,0.934500648508,0.825174825175,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
28,tt2310332,The Hobbit: The Battle of the Five Armies,5,7.4,2014,365720.0,8640.0,feature,PG-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Ian McKellen|Martin Freeman|Richard Armitage|Cate Blanchett,Fran Walsh|Philippa Boyens,Peter Jackson,0.0080971659919,0.80487804878,0.988764044944,0.994700171465,0.657342657343,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
183,tt0448694,Puss in Boots,5,6.7,2011,116356.0,5400.0,feature,PG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton,Charles Perrault|Tom Wheeler,Chris Miller,0.0080971659919,0.634146341463,0.955056179775,0.811350221022,0.965034965035,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
180,tt1028532,Hachi: A Dog's Tale,5,8.1,2009,163265.0,5580.0,feature,G,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Richard Gere|Joan Allen|Cary-Hiroyuki Tagawa|Sarah Roemer,Stephen P. Lindsey|Kaneto Shindô,Lasse Hallström,0.0080971659919,0.975609756098,0.932584269663,0.845841016908,0.986013986014,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,0.0
635,tt0073486,One Flew Over the Cuckoo's Nest,5,8.7,1975,695909.0,7980.0,feature,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jack Nicholson|Louise Fletcher|Michael Berryman|Peter Brocco,Lawrence Hauben|Bo Goldman,Milos Forman,0.0080971659919,0.878048780488,0.550561797753,0.762521653711,0.734265734266,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
156,tt1568921,The Secret World of Arrietty,5,7.6,2010,55087.0,5640.0,feature,G,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Bridgit Mendler|Amy Poehler|Will Arnett|Moises Arias,Mary Norton|Hayao Miyazaki,Hiromasa Yonebayashi,0.0080971659919,0.853658536585,0.943820224719,0.766300943205,0.993006993007,0.25,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
178,tt1029360,Poltergeist,5,5.0,2015,43780.0,5580.0,feature,PG-13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sam Rockwell|Rosemarie DeWitt|Kennedi Clements|Saxon Sharbino,David Lindsay-Abaire|Steven Spielberg,Gil Kenan,0.0080971659919,0.219512195122,1.0,0.757987241589,0.986013986014,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
187,tt3168230,Mr. Holmes,5,6.9,2015,45279.0,6240.0,feature,PG,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Ian McKellen|Laura Linney|Hiroyuki Sanada|Hattie Morahan,Mitch Cullin|Jeffrey Hatcher,Bill Condon,0.0080971659919,0.682926829268,1.0,0.759089411813,0.937062937063,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
17,tt1637688,In Time,5,6.7,2011,310331.0,6540.0,feature,PG-13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Justin Timberlake|Amanda Seyfried|Cillian Murphy|Olivia Wilde,Andrew Niccol,Andrew Niccol,0.0080971659919,0.634146341463,0.955056179775,0.953974283185,0.902097902098,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
306,tt0043274,Alice in Wonderland,5,7.4,1951,98301.0,4500.0,feature,G,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Kathryn Beaumont|Ed Wynn|Richard Haydn|Sterling Holloway,Lewis Carroll|Winston Hibler,Clyde Geronimi|Wilfred Jackson,0.0080971659919,0.80487804878,0.280898876404,0.798074915223,0.86013986014,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
288,tt0808506,The Girl Who Leapt Through Time,5,7.8,2006,37940.0,5880.0,feature,Not Rated,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Riisa Naka|Takuya Ishida|Mitsutaka Itakura|Ayami Kakiuchi,Yasutaka Tsutsui|Satoko Okudera,Mamoru Hosoda,0.0080971659919,0.90243902439,0.898876404494,0.753693262865,0.979020979021,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
649,tt0082971,Raiders of the Lost Ark,5,8.5,1981,676266.0,6900.0,feature,PG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Harrison Ford|Karen Allen|Paul Freeman|John Rhys-Davies,Lawrence Kasdan|George Lucas,Steven Spielberg,0.0080971659919,0.926829268293,0.61797752809,0.776964568793,0.86013986014,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,1.0
172,tt0364569,Oldboy,5,8.4,2003,366908.0,7200.0,feature,R,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Min-sik Choi|Ji-tae Yu|Hye-jeong Kang|Dae-han Ji,Garon Tsuchiya|Nobuaki Minegishi,Chan-wook Park,0.0080971659919,0.951219512195,0.865168539326,0.995573672616,0.825174825175,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
461,tt0884732,The Wedding Ringer,5,6.7,2015,55484.0,6060.0,feature,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett,Jeremy Garelick|Jay Lavender,Jeremy Garelick,0.0080971659919,0.634146341463,1.0,0.766592845526,0.958041958042,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
460,tt1148204,Orphan,5,7.0,2009,146495.0,7380.0,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder,David Leslie Johnson|Alex Mace,Jaume Collet-Serra,0.0080971659919,0.707317073171,0.932584269663,0.833510533483,0.804195804196,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
5,tt3319920,Regression,5,5.7,2015,23086.0,6360.0,feature,R,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Ethan Hawke|David Thewlis|Emma Watson|Dale Dickey,Alejandro Amenábar,Alejandro Amenábar,0.0080971659919,0.390243902439,1.0,0.742771557391,0.923076923077,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
658,tt0295297,Harry Potter and the Chamber of Secrets,5,7.4,2002,399107.0,9660.0,feature,TV-PG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Daniel Radcliffe|Rupert Grint|Emma Watson|Richard Harris,J.K. Rowling|Steve Kloves,Chris Columbus,0.0080971659919,0.80487804878,0.85393258427,0.980751358044,0.538461538462,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
36,tt0307453,Shark Tale,5,6.0,2004,134967.0,5400.0,feature,TV-PG,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Will Smith|Robert De Niro|Renée Zellweger|Angelina Jolie,Michael J. Wilson|Rob Letterman,Bibo Bergeron|Vicky Jenson,0.0080971659919,0.463414634146,0.876404494382,0.825034337124,0.965034965035,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,0.0
324,tt1243974,Aloha,5,5.4,2015,41756.0,6300.0,feature,PG-13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bradley Cooper|Rachel McAdams|Emma Stone|Alec Baldwin,Cameron Crowe,Cameron Crowe,0.0080971659919,0.317073170732,1.0,0.756499054442,0.93006993007,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
