,id,title,freq,rating,year,votes,runtime,type,certification,action,comedy,horror,thriller,adventure,mystery,drama,history,sci_fi,crime,romance,music,western,war,biography,fantasy,family,cast_summary,writers_summary,directors_summary,adj_freq,adj_rating,adj_year,adj_votes,adj_runtime,adj_cast_summary,adj_writers_summary,adj_directors_summary,adj_action,adj_comedy,adj_horror,adj_thriller,adj_adventure,adj_mystery,adj_drama,adj_history,adj_sci_fi,adj_crime,adj_romance,adj_music,adj_western,adj_war,adj_biography,adj_fantasy,adj_family,adj_type,adj_certification
59,tt1454468,Gravity,13,7.8,2013,596109.0,5460.0,feature,PG-13,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen,Alfonso Cuarón|Jonás Cuarón,Alfonso Cuarón,0.0404858299595,0.90243902439,0.977528089888,0.835901632594,0.972027972028,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
170,tt0947798,Black Swan,13,8.0,2010,561990.0,6480.0,feature,R,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Natalie Portman|Mila Kunis|Vincent Cassel|Winona Ryder,Mark Heyman|Andres Heinz,Darren Aronofsky,0.0404858299595,0.951219512195,0.943820224719,0.860988320966,0.909090909091,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
2,tt0347149,Howl's Moving Castle,13,8.2,2004,221364.0,7140.0,feature,TV-PG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Chieko Baishô|Takuya Kimura|Tatsuya Gashûin|Akihiro Miwa,Hayao Miyazaki|Diana Wynne Jones,Hayao Miyazaki,0.0404858299595,1.0,0.876404494382,0.888559487781,0.832167832168,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
519,tt1587310,Maleficent,13,7.0,2014,258966.0,5820.0,feature,PG,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,Angelina Jolie|Elle Fanning|Sharlto Copley|Lesley Manville,Linda Woolverton|Charles Perrault,Robert Stromberg,0.0404858299595,0.707317073171,0.988764044944,0.916207122711,0.986013986014,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
588,tt3040964,The Jungle Book,13,7.6,2016,155588.0,6360.0,feature,PG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Neel Sethi|Bill Murray|Ben Kingsley|Idris Elba,Justin Marks|Rudyard Kipling,Jon Favreau,0.0404858299595,0.853658536585,0.988764044944,0.840196346589,0.923076923077,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
112,tt1216475,Cars 2,13,6.3,2011,103663.0,6360.0,feature,G,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Owen Wilson|Larry the Cable Guy|Michael Caine|Emily Mortimer,John Lasseter|Brad Lewis,John Lasseter|Brad Lewis,0.0404858299595,0.536585365854,0.955056179775,0.80201743473,0.923076923077,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,0.0
216,tt1659337,The Perks of Being a Wallflower,13,8.0,2012,360944.0,6120.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Logan Lerman|Emma Watson|Ezra Miller|Paul Rudd,Stephen Chbosky|Stephen Chbosky,Stephen Chbosky,0.0404858299595,0.951219512195,0.966292134831,0.991188520371,0.951048951049,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
380,tt2674426,Me Before You,13,7.5,2016,87322.0,6600.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Emilia Clarke|Sam Claflin|Janet McTeer|Charles Dance,Jojo Moyes|Jojo Moyes,Thea Sharrock,0.0404858299595,0.829268292683,0.988764044944,0.790002382276,0.895104895105,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
499,tt2024544,12 Years a Slave,12,8.1,2013,455593.0,8040.0,feature,R,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Chiwetel Ejiofor|Michael Kenneth Williams|Michael Fassbender|Brad Pitt,John Ridley|Solomon Northup,Steve McQueen,0.0364372469636,0.975609756098,0.977528089888,0.939218878213,0.727272727273,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
276,tt2980516,The Theory of Everything,12,7.7,2014,277554.0,7380.0,feature,PG-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Eddie Redmayne|Felicity Jones|Tom Prior|Sophie Perry,Anthony McCarten|Jane Hawking,James Marsh,0.0364372469636,0.878048780488,0.988764044944,0.929874327595,0.804195804196,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
405,tt1179933,10 Cloverfield Lane,12,7.3,2016,153408.0,6240.0,feature,PG-13,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,John Goodman|Mary Elizabeth Winstead|John Gallagher Jr.|Douglas M. Griffin,Josh Campbell|Matthew Stuecken,Dan Trachtenberg,0.0364372469636,0.780487804878,0.988764044944,0.838593457271,0.937062937063,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
443,tt3312830,Youth,12,7.4,2015,46500.0,7440.0,feature,R,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Michael Caine|Harvey Keitel|Rachel Weisz|Jane Fonda,Paolo Sorrentino,Paolo Sorrentino,0.0364372469636,0.80487804878,1.0,0.759987176885,0.797202797203,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,-0.968181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
339,tt3850214,Dope,12,7.3,2015,60689.0,6180.0,feature,R,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Shameik Moore|Tony Revolori|Kiersey Clemons|Kimberly Elise,Rick Famuyiwa,Rick Famuyiwa,0.0364372469636,0.780487804878,1.0,0.770419927591,0.944055944056,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
264,tt0114369,Se7en,12,8.6,1995,1052149.0,7620.0,feature,R,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Morgan Freeman|Brad Pitt|Kevin Spacey|Andrew Kevin Walker,Andrew Kevin Walker,David Fincher,0.0364372469636,0.90243902439,0.775280898876,0.500588951534,0.776223776224,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
345,tt2884018,Macbeth,12,6.7,2015,37539.0,6780.0,feature,R,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Michael Fassbender|Marion Cotillard|Jack Madigan|Frank Madigan,Todd Louiso|Jacob Koskoff,Justin Kurzel,0.0364372469636,0.634146341463,1.0,0.753398419463,0.874125874126,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,-0.95303030303,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
294,tt2510894,Hotel Transylvania 2,12,6.7,2015,62558.0,5340.0,feature,PG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James,Robert Smigel|Adam Sandler,Genndy Tartakovsky,0.0364372469636,0.634146341463,1.0,0.771794147836,0.958041958042,0.0,0.0,0.0,0.227272727273,0.65,-0.931818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
74,tt3183660,Fantastic Beasts and Where to Find Them,12,7.9,2016,73428.0,7980.0,feature,PG-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Eddie Redmayne|Katherine Waterston|Alison Sudol|Dan Fogler,J.K. Rowling,David Yates,0.0364372469636,0.926829268293,0.988764044944,0.779786536318,0.734265734266,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
515,tt2975590,Batman v Superman: Dawn of Justice,12,6.8,2016,421888.0,9060.0,feature,PG-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Ben Affleck|Henry Cavill|Amy Adams|Jesse Eisenberg,Chris Terrio|David S. Goyer,Zack Snyder,0.0364372469636,0.658536585366,0.988764044944,0.964001164668,0.608391608392,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
417,tt2120120,Pixels,11,5.6,2015,94327.0,6360.0,feature,PG-13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Adam Sandler|Kevin James|Michelle Monaghan|Peter Dinklage,Tim Herlihy|Timothy Dowling,Chris Columbus,0.0323886639676,0.365853658537,1.0,0.795152950934,0.923076923077,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
505,tt0978762,Mary and Max,11,8.2,2009,123025.0,5520.0,feature,Not Rated,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Toni Collette|Philip Seymour Hoffman|Eric Bana|Barry Humphries,Adam Elliot,Adam Elliot,0.0323886639676,1.0,0.932584269663,0.81625373885,0.979020979021,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
391,tt3544082,45 Years,11,7.1,2015,20406.0,5700.0,feature,R,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Charlotte Rampling|Tom Courtenay|Geraldine James|Dolly Wells,David Constantine|Andrew Haigh,Andrew Haigh,0.0323886639676,0.731707317073,1.0,0.740801032908,1.0,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
315,tt1277953,Madagascar 3: Europe's Most Wanted,11,6.9,2012,121962.0,5580.0,feature,TV-PG,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Ben Stiller|Jada Pinkett Smith|Chris Rock|David Schwimmer,Eric Darnell|Noah Baumbach,Eric Darnell|Tom McGrath,0.0323886639676,0.682926829268,0.966292134831,0.815472146489,0.986013986014,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,0.0
250,tt1666801,The DUFF,11,6.5,2015,54029.0,6060.0,feature,PG-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mae Whitman|Bella Thorne|Robbie Amell|Allison Janney,Josh A. Cagan|Kody Keplinger,Ari Sandel,0.0323886639676,0.585365853659,1.0,0.765523027196,0.958041958042,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
212,tt1340138,Terminator Genisys,11,6.5,2015,195379.0,7560.0,feature,PG-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney,Laeta Kalogridis|Patrick Lussier,Alan Taylor,0.0323886639676,0.585365853659,1.0,0.869453488269,0.783216783217,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
80,tt0137523,Fight Club,11,8.8,1999,1383572.0,8340.0,feature,TV-MA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Brad Pitt|Edward Norton|Meat Loaf|Zach Grenier,Chuck Palahniuk|Jim Uhls,David Fincher,0.0323886639676,0.853658536585,0.820224719101,0.256903453124,0.692307692308,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
332,tt1675434,The Intouchables,11,8.6,2011,523041.0,6720.0,feature,R,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,François Cluzet|Omar Sy|Anne Le Ny|Audrey Fleurot,Olivier Nakache|Eric Toledano,Olivier Nakache|Eric Toledano,0.0323886639676,0.90243902439,0.955056179775,0.889626365029,0.881118881119,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
609,tt0438097,Ice Age: The Meltdown,11,6.9,2006,198787.0,5460.0,feature,TV-PG,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Ray Romano|John Leguizamo|Denis Leary|Seann William Scott,Peter Gaulke|Gerry Swallow,Carlos Saldanha,0.0323886639676,0.682926829268,0.898876404494,0.871959289552,0.972027972028,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
383,tt0482571,The Prestige,11,8.5,2006,868459.0,7800.0,feature,PG-13,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Christian Bale|Hugh Jackman|Scarlett Johansson|Michael Caine,Jonathan Nolan|Christopher Nolan,Christopher Nolan,0.0323886639676,0.926829268293,0.898876404494,0.635650758358,0.755244755245,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,-0.880303030303,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
88,tt0454876,Life of Pi,11,8.0,2012,451451.0,7620.0,feature,PG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Suraj Sharma|Irrfan Khan|Adil Hussain|Tabu,Yann Martel|David Magee,Ang Lee,0.0323886639676,0.951219512195,0.966292134831,0.942264367918,0.776223776224,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,1.0
70,tt1201607,Harry Potter and the Deathly Hallows: Part 2,11,8.1,2011,559369.0,7800.0,feature,PG-13,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Daniel Radcliffe|Emma Watson|Rupert Grint|Michael Gambon,Steve Kloves|J.K. Rowling,David Yates,0.0323886639676,0.975609756098,0.955056179775,0.8629154645,0.755244755245,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,-0.880303030303,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,-0.278787878788,1.0,0.0
50,tt1865505,Song of the Sea,11,8.2,2014,28739.0,5580.0,feature,PG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,David Rawle|Brendan Gleeson|Lisa Hannigan|Fionnula Flanagan,Tomm Moore|Will Collins,Tomm Moore,0.0323886639676,1.0,0.988764044944,0.746928040563,0.986013986014,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
355,tt0413267,Shrek the Third,11,6.1,2007,216277.0,5580.0,feature,PG,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Mike Myers|Cameron Diaz|Eddie Murphy|Antonio Banderas,William Steig|Andrew Adamson,Chris Miller|Raman Hui,0.0323886639676,0.487804878049,0.910112359551,0.884819167615,0.986013986014,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,1.0
594,tt1390411,In the Heart of the Sea,11,6.9,2015,81024.0,7320.0,feature,PG-13,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,Chris Hemsworth|Cillian Murphy|Brendan Gleeson|Ben Whishaw,Charles Leavitt|Charles Leavitt,Ron Howard,0.0323886639676,0.682926829268,1.0,0.785371649741,0.811188811189,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,-0.787878787879,0.586363636364,0.119696969697,0.513636363636,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,-0.913636363636,-0.269696969697,-0.278787878788,1.0,0.0
259,tt4263482,The Witch,10,6.7,2015,81857.0,5520.0,feature,R,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Julian Richings,Robert Eggers,Robert Eggers,0.0283400809717,0.634146341463,1.0,0.785984129925,0.979020979021,0.0,0.0,0.0,0.227272727273,-0.35,-0.931818181818,0.212121212121,-0.413636363636,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
434,tt3110958,Now You See Me 2,10,6.5,2016,119142.0,7740.0,feature,PG-13,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson|Dave Franco,Ed Solomon|Ed Solomon,Jon M. Chu,0.0283400809717,0.585365853659,0.988764044944,0.81339868416,0.762237762238,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,-0.787878787879,0.586363636364,-0.880303030303,-0.486363636364,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
159,tt1798709,Her,10,8.0,2013,367842.0,7560.0,feature,R,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Joaquin Phoenix|Amy Adams|Scarlett Johansson|Rooney Mara,Spike Jonze,Spike Jonze,0.0283400809717,0.951219512195,0.977528089888,0.996260415104,0.783216783217,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,-0.798484848485,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
184,tt0102926,The Silence of the Lambs,10,8.6,1991,912934.0,7080.0,feature,R,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Jodie Foster|Anthony Hopkins|Lawrence A. Bonney|Kasi Lemmons,Thomas Harris|Ted Tally,Jonathan Demme,0.0283400809717,0.90243902439,0.730337078652,0.602949610454,0.839160839161,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
389,tt0119217,Good Will Hunting,10,8.3,1997,622642.0,7560.0,feature,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Robin Williams|Matt Damon|Ben Affleck|Stellan Skarsgård,Matt Damon|Ben Affleck,Gus Van Sant,0.0283400809717,0.975609756098,0.797752808989,0.816392704942,0.783216783217,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
252,tt3715320,Irrational Man,10,6.6,2015,35448.0,5700.0,feature,R,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Joaquin Phoenix|Emma Stone|Parker Posey|Joe Stapleton,Woody Allen,Woody Allen,0.0283400809717,0.609756097561,1.0,0.751860969204,1.0,0.0,0.0,0.0,0.227272727273,0.65,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
305,tt1502712,Fantastic Four,10,4.3,2015,115570.0,6000.0,feature,PG-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Miles Teller|Kate Mara|Michael B. Jordan|Jamie Bell,Jeremy Slater|Simon Kinberg,Josh Trank,0.0283400809717,0.0487804878049,1.0,0.810772298543,0.965034965035,0.0,0.0,0.0,-0.772727272727,-0.35,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,0.0681818181818,-0.798484848485,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
416,tt2872718,Nightcrawler,10,7.9,2014,307232.0,7020.0,feature,R,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Jake Gyllenhaal|Rene Russo|Bill Paxton|Riz Ahmed,Dan Gilroy,Dan Gilroy,0.0283400809717,0.926829268293,0.988764044944,0.951695680434,0.846153846154,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,-0.787878787879,-0.413636363636,0.119696969697,0.513636363636,0.0681818181818,0.201515151515,-0.874242424242,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,-0.278787878788,1.0,0.0
246,tt0097757,The Little Mermaid,10,7.6,1989,174687.0,4980.0,feature,G,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Jodi Benson|Rene Auberjonois|Christopher Daniel Barnes|Pat Carroll,John Musker|Ron Clements,Ron Clements|John Musker,0.0283400809717,0.853658536585,0.707865168539,0.854239274612,0.916083916084,0.0,0.0,0.0,0.227272727273,-0.35,0.0681818181818,0.212121212121,-0.413636363636,0.119696969697,-0.486363636364,0.0681818181818,0.201515151515,0.125757575758,-0.836363636364,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,0.730303030303,0.721212121212,1.0,0.0
330,tt1080016,Ice Age: Dawn of the Dinosaurs,10,7.0,2009,171023.0,5640.0,feature,PG,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Ray Romano|John Leguizamo|Denis Leary|Eunice Cho,Peter Ackerman|Michael Berg,Carlos Saldanha|Mike Thurmeier,0.0283400809717,0.707317073171,0.932584269663,0.851545244124,0.993006993007,0.0,0.0,0.0,-0.772727272727,0.65,0.0681818181818,0.212121212121,0.586363636364,0.119696969697,-0.486363636364,-0.931818181818,0.201515151515,0.125757575758,0.163636363636,0.0318181818182,0.019696969697,0.0469696969697,0.0863636363636,-0.269696969697,0.721212121212,1.0,1.0
