rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
5.9	1	PG	1	[<Person: u'Craig Titley' (u'nm0864471')>, <Person: u'Rick Riordan' (u'nm2292894')>]	2010	tt0814255	0	143816	[<Person: u'Chris Columbus' (u'nm0001060')>]	[<Person: u'Logan Lerman' (u'nm0503567')>, <Person: u'Kevin McKidd' (u'nm0571727')>, <Person: u'Steve Coogan' (u'nm0176869')>, <Person: u'Brandon T. Jackson' (u'nm1040365')>]	Percy Jackson & the Olympians: The Lightning Thief	0	0	0	0	0	feature	0	0	1	4	0	0	[]	0	0	0	7080	0
6.7	0	PG-13	0	[<Person: u'Herman Raucher' (u'nm0712029')>, <Person: u'Paul Yurick' (u'nm0951049')>]	2001	tt0230838	0	71398	[<Person: u"Pat O'Connor" (u'nm0640466')>]	[<Person: u'Keanu Reeves' (u'nm0000206')>, <Person: u'Charlize Theron' (u'nm0000234')>, <Person: u'Jason Isaacs' (u'nm0005042')>, <Person: u'Greg Germann' (u'nm0314524')>]	Sweet November	0	0	1	0	0	feature	0	0	0	4	0	0	[]	1	0	0	7140	0
7	0	PG-13	0	[<Person: u'Justin Theroux' (u'nm0857620')>, <Person: u'Stan Lee' (u'nm0498278')>]	2010	tt1228705	0	533815	[<Person: u'Jon Favreau' (u'nm0269463')>]	[<Person: u'Robert Downey Jr.' (u'nm0000375')>, <Person: u'Mickey Rourke' (u'nm0000620')>, <Person: u'Gwyneth Paltrow' (u'nm0000569')>, <Person: u'Don Cheadle' (u'nm0000332')>]	Iron Man 2	1	0	0	0	0	feature	0	0	1	17	0	0	[]	0	0	1	7440	0
7.7	0	R	0	[<Person: u'Alex Garland' (u'nm0307497')>]	2015	tt0470752	0	306884	[<Person: u'Alex Garland' (u'nm0307497')>]	[<Person: u'Alicia Vikander' (u'nm2539953')>, <Person: u'Domhnall Gleeson' (u'nm1727304')>, <Person: u'Oscar Isaac' (u'nm1209966')>, <Person: u'Sonoya Mizuno' (u'nm4420495')>]	Ex Machina	1	0	0	0	0	feature	0	0	0	18	1	1	[]	1	0	0	6480	0
7.2	0	PG-13	0	[<Person: u'Karen McCullah' (u'nm0527581')>, <Person: u'Kirsten Smith' (u'nm0809006')>]	1999	tt0147800	0	227593	[<Person: u'Gil Junger' (u'nm0432627')>]	[<Person: u'Heath Ledger' (u'nm0005132')>, <Person: u'Julia Stiles' (u'nm0005466')>, <Person: u'Joseph Gordon-Levitt' (u'nm0330687')>, <Person: u'Larisa Oleynik' (u'nm0646351')>]	10 Things I Hate About You	0	0	1	0	1	feature	0	0	0	8	0	0	[]	1	0	0	5820	0
6.6	0	PG-13	0	[<Person: u'Mike Myers' (u'nm0000196')>, <Person: u'Michael McCullers' (u'nm0567112')>]	1999	tt0145660	0	183555	[<Person: u'Jay Roach' (u'nm0005366')>]	[<Person: u'Mike Myers' (u'nm0000196')>, <Person: u'Heather Graham' (u'nm0001287')>, <Person: u'Michael York' (u'nm0001868')>, <Person: u'Robert Wagner' (u'nm0001822')>]	Austin Powers: The Spy Who Shagged Me	0	1	0	0	1	feature	0	0	1	4	0	0	[]	0	0	1	5700	0
7.2	0	PG-13	0	[<Person: u'Drew Pearce' (u'nm1510800')>, <Person: u'Shane Black' (u'nm0000948')>]	2013	tt1300854	0	568560	[<Person: u'Shane Black' (u'nm0000948')>]	[<Person: u'Robert Downey Jr.' (u'nm0000375')>, <Person: u'Guy Pearce' (u'nm0001602')>, <Person: u'Gwyneth Paltrow' (u'nm0000569')>, <Person: u'Don Cheadle' (u'nm0000332')>]	Iron Man 3	1	0	0	0	0	feature	0	0	1	13	0	0	[]	0	0	1	7800	0
8	0	R	0	[<Person: u'Brian Helgeland' (u'nm0001338')>, <Person: u'Dennis Lehane' (u'nm1212331')>]	2003	tt0327056	0	344066	[<Person: u'Clint Eastwood' (u'nm0000142')>]	[<Person: u'Sean Penn' (u'nm0000576')>, <Person: u'Tim Robbins' (u'nm0000209')>, <Person: u'Kevin Bacon' (u'nm0000102')>, <Person: u'Emmy Rossum' (u'nm0002536')>]	Mystic River	0	1	0	0	0	feature	0	0	0	10	1	1	[]	1	0	0	8280	0
5.1	0	R	1	[<Person: u'Wes Craven' (u'nm0000127')>, <Person: u'John Skipp' (u'nm0804345')>]	1989	tt0097981	0	30436	[<Person: u'Stephen Hopkins' (u'nm0394280')>]	[<Person: u'Robert Englund' (u'nm0000387')>, <Person: u'Lisa Wilcox' (u'nm0928244')>, <Person: u'Kelly Jo Minter' (u'nm0591702')>, <Person: u'Danny Hassel' (u'nm0368397')>]	A Nightmare on Elm Street 5: The Dream Child	0	0	1	0	0	feature	0	1	0	4	1	0	[]	0	0	0	5340	0
6.9	0	R	0	[<Person: u'David Benioff' (u'nm1125275')>]	2005	tt0371257	0	62083	[<Person: u'Marc Forster' (u'nm0286975')>]	[<Person: u'Ewan McGregor' (u'nm0000191')>, <Person: u'Naomi Watts' (u'nm0915208')>, <Person: u'Ryan Gosling' (u'nm0331516')>, <Person: u'Kate Burton' (u'nm0123632')>]	Stay	0	0	0	0	0	feature	0	0	0	7	1	1	[]	1	0	0	5940	0
6.1	0	PG-13	0	[<Person: u'Aline Brosh McKenna' (u'nm0112459')>]	2008	tt0988595	0	126787	[<Person: u'Anne Fletcher' (u'nm0281945')>]	[<Person: u'Katherine Heigl' (u'nm0001337')>, <Person: u'James Marsden' (u'nm0005188')>, <Person: u'Malin Akerman' (u'nm0015196')>, <Person: u'Brian Kerwin' (u'nm0450116')>]	27 Dresses	0	0	1	0	1	feature	0	0	0	5	0	0	[]	0	0	0	6660	0
7.3	0	R	0	[<Person: u'Brent Hanley' (u'nm0360062')>]	2001	tt0264616	0	61088	[<Person: u'Bill Paxton' (u'nm0000200')>]	[<Person: u'Bill Paxton' (u'nm0000200')>, <Person: u'Matthew McConaughey' (u'nm0000190')>, <Person: u'Powers Boothe' (u'nm0000959')>, <Person: u"Matt O'Leary" (u'nm0641610')>]	Frailty	0	1	0	0	0	feature	0	0	0	10	1	0	[]	1	0	0	6000	0
7.2	0	PG-13	0	[<Person: u'Woody Allen' (u'nm0000095')>]	2008	tt0497465	0	201750	[<Person: u'Woody Allen' (u'nm0000095')>]	[<Person: u'Rebecca Hall' (u'nm0356017')>, <Person: u'Scarlett Johansson' (u'nm0424060')>, <Person: u'Javier Bardem' (u'nm0000849')>, <Person: u'Christopher Evan Welch' (u'nm0919525')>]	Vicky Cristina Barcelona	0	0	1	0	0	feature	0	0	0	11	0	0	[]	1	0	0	5760	0
7.6	1	PG	0	[<Person: u'Jonathan Aibel' (u'nm0008743')>, <Person: u'Glenn Berger' (u'nm0074184')>]	2008	tt0441773	0	314346	[<Person: u'Mark Osborne' (u'nm0651706')>, <Person: u'John Stevenson' (u'nm0828970')>]	[<Person: u'Jack Black' (u'nm0085312')>, <Person: u'Ian McShane' (u'nm0574534')>, <Person: u'Angelina Jolie' (u'nm0001401')>, <Person: u'Dustin Hoffman' (u'nm0000163')>]	Kung Fu Panda	0	0	0	0	1	feature	0	0	1	10	0	0	[]	0	0	1	5520	0
8.2	0	R	0	[<Person: u'Eduardo Sacheri' (u'nm3160078')>, <Person: u'Juan Jos\xe9 Campanella' (u'nm0002728')>]	2009	tt1305806	0	136327	[<Person: u'Juan Jos\xe9 Campanella' (u'nm0002728')>]	[<Person: u'Ricardo Dar\xedn' (u'nm0201857')>, <Person: u'Soledad Villamil' (u'nm0897845')>, <Person: u'Pablo Rago' (u'nm0706567')>, <Person: u'Carla Quevedo' (u'nm3587952')>]	The Secret in Their Eyes	0	0	0	0	0	feature	0	0	0	5	1	1	[]	1	0	0	7740	0
6.6	0	PG-13	0	[<Person: u'John Glenn' (u'nm1726457')>, <Person: u'Travis Wright' (u'nm1726876')>]	2008	tt1059786	0	152645	[<Person: u'D.J. Caruso' (u'nm0142286')>]	[<Person: u'Shia LaBeouf' (u'nm0479471')>, <Person: u'Michelle Monaghan' (u'nm1157358')>, <Person: u'Rosario Dawson' (u'nm0206257')>, <Person: u'Michael Chiklis' (u'nm0004821')>]	Eagle Eye	0	0	0	0	0	feature	0	0	0	6	1	1	[]	0	0	1	7080	0
