,id,title,freq,rating,year,votes,runtime,type,certification,action,comedy,horror,thriller,adventure,mystery,drama,history,sci_fi,crime,romance,music,western,war,biography,fantasy,family,adj_freq,adj_rating,adj_year,adj_votes,adj_runtime,adj_action,adj_comedy,adj_horror,adj_thriller,adj_adventure,adj_mystery,adj_drama,adj_history,adj_sci_fi,adj_crime,adj_romance,adj_music,adj_western,adj_war,adj_biography,adj_fantasy,adj_family,adj_type,adj_certification
145,tt1148204,Orphan,176,7.0,2009,146265,7380,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
807,tt0230600,The Others,61,7.6,2001,273769,6240,feature,PG-13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331395348837,0.837837837838,0.908045977011,0.919493411611,0.836206896552,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,-0.203448275862,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,0.0
214,tt1591095,Insidious,57,6.8,2010,208896,6180,feature,PG-13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.308139534884,0.945945945946,0.988505747126,0.960454510153,0.827586206897,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,0.0
92,tt0298130,The Ring,56,7.1,2002,256411,6900,feature,PG-13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.302325581395,0.972972972973,0.919540229885,0.930453329427,0.931034482759,0.225862068966,0.209482758621,0.704310344828,-0.394827586207,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,0.0
564,tt0081505,The Shining,56,8.4,1980,626522,8520,feature,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.302325581395,0.621621621622,0.666666666667,0.696763610396,0.836206896552,0.225862068966,0.209482758621,0.704310344828,-0.394827586207,0.225862068966,-0.203448275862,-0.563793103448,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
122,tt1457767,The Conjuring,55,7.5,2013,313382,6720,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.296511627907,0.864864864865,0.954022988506,0.894481588563,0.905172413793,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
1033,tt1130884,Shutter Island,51,8.1,2010,809070,8280,feature,R,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273255813953,0.702702702703,0.988505747126,0.581501997448,0.870689655172,0.225862068966,0.209482758621,-0.295689655172,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
833,tt0167404,The Sixth Sense,46,8.1,1999,719282,6420,feature,PG-13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.244186046512,0.702702702703,0.885057471264,0.638194536963,0.862068965517,0.225862068966,0.209482758621,-0.295689655172,0.605172413793,0.225862068966,0.796551724138,-0.563793103448,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,0.0
331,tt1922777,Sinister,45,6.8,2012,160550,6600,feature,R,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.238372093023,0.945945945946,0.965517241379,0.990980387947,0.887931034483,0.225862068966,0.209482758621,0.704310344828,-0.394827586207,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
427,tt0070047,The Exorcist,45,8.0,1973,290060,7320,feature,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238372093023,0.72972972973,0.586206896552,0.909207202304,0.991379310345,0.225862068966,0.209482758621,0.704310344828,-0.394827586207,0.225862068966,-0.203448275862,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
513,tt1375666,Inception,44,8.8,2010,1505863,8880,feature,PG-13,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.232558139535,0.513513513514,0.988505747126,0.141543821676,0.784482758621,-0.774137931034,0.209482758621,-0.295689655172,0.605172413793,-0.774137931034,-0.203448275862,0.436206896552,0.0370689655172,-0.818103448276,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,0.0
725,tt1259521,The Cabin in the Woods,43,7.0,2012,284618,5700,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.226744186047,1.0,0.965517241379,0.912643305124,0.758620689655,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
852,tt0387564,Saw,43,7.7,2004,305699,6180,feature,R,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.226744186047,0.810810810811,0.942528735632,0.899332668675,0.827586206897,0.225862068966,0.209482758621,0.704310344828,0.605172413793,0.225862068966,0.796551724138,0.436206896552,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
386,tt0464141,The Orphanage,42,7.5,2007,122328,6300,feature,R,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.220930232558,0.864864864865,0.977011494253,0.984886072545,0.844827586207,0.225862068966,0.209482758621,-0.295689655172,0.605172413793,0.225862068966,0.796551724138,-0.563793103448,0.0370689655172,0.181896551724,0.148275862069,0.155172413793,0.0103448275862,0.0120689655172,0.0284482758621,0.0456896551724,0.162068965517,0.0939655172414,1.0,1.0
